freq_hz,jitter_psd_db,pa_pin_db,pa_out,pa_scr
23535.156249999996,-199.99999999835424,-0.3010701386985688,0.4996997870461746,0.03464810678855253
23632.812499999996,-199.9999999983751,-0.26510367062446893,0.49976720461369417,0.030511715298485183
23730.468749999996,-199.99999999841702,-0.2292855183037029,0.4998258439355561,0.026391342073425937
23828.124999999996,-199.9999999984795,-0.1936144635319092,0.49987580699791645,0.02228699873754236
23925.781249999996,-199.99999999848626,-0.15808930305210006,0.49991719501698006,0.01819869515703323
24023.437499999996,-199.99999999854208,-0.12270884831112383,0.4999501084377832,0.014126439473389731
24121.093749999996,-199.9999999985502,-0.08747192522105757,0.4999746469331917,0.010070238136286176
24218.749999999996,-199.99999999861933,-0.05237737392542509,0.4999909094031114,0.006030095936099324
24316.406249999996,-199.99999999862376,-0.017424048570117607,0.4999989939739037,0.002006016036056112
24414.062499999996,-199.99999999867666,0.01738918292109544,0.49999899799799996,-0.0020019999959918606
24511.718749999996,-199.9999999986942,0.05206343906657014,0.49999101805371216,-0.005993952156165798
24609.374999999996,-199.99999999873495,0.08659982504242747,0.49997514994523057,-0.009969841973531481
24707.031249999996,-199.9999999987638,0.12099943289391299,0.4999514887028079,-0.01392967247944188
24804.687499999996,-199.99999999878474,0.1552633417425925,0.4999201285831205,-0.017873448177255207
24902.343749999996,-199.99999999882402,0.1893926179894759,0.49988116306980335,-0.021801175012423762
24999.999999999996,-199.9999999988374,0.22338831551416632,0.4998346848741551,-0.025712860342955432
25097.656249999996,-199.99999999889138,0.25725147587012676,0.4997807859360051,-0.029608512910246798
25195.312499999996,-199.99999999889036,0.29098312847615543,0.4997195574247414,-0.03348814281028673
25292.968749999996,-199.99999999891912,0.32458429080415746,0.49965108974049205,-0.03735176146522963
25390.624999999996,-199.99999999894783,0.35805596856329835,0.4995754725154552,-0.04119938159533759
25488.281249999996,-199.9999999989798,0.391399155880623,0.4994927946153772,-0.04503101719129012
25585.937499999996,-199.9999999989932,0.42461483547822143,0.49940314414116743,-0.04884668348686036
25683.593749999996,-199.99999999902104,0.4577039788470192,0.4993066084306523,-0.05264639693195614
25781.249999999996,-199.9999999990408,0.49066754641727084,0.4992032740604604,-0.05643017516602386
25878.906249999996,-199.99999999905967,0.52350648772583,0.499093226848034,-0.06019803699181538
25976.562499999996,-199.99999999908906,0.5562217415802689,0.4989765518537663,-0.06395000234951354
26074.218749999996,-199.99999999910355,0.5888142362199201,0.4988533333832562,-0.0676860922912177
26171.874999999996,-199.99999999912103,0.6212848894739065,0.4987236549896791,-0.07140632895578371
26269.531249999996,-199.9999999991428,0.653634608916229,0.4985875994762697,-0.07511073554402012
26367.187499999996,-199.99999999916037,0.6858642920179778,0.4984452488989107,-0.07879933629423541
26464.843749999996,-199.99999999918333,0.7179748262967284,0.49829668456882825,-0.0824721564581356
26562.499999999996,-199.99999999920533,0.7499670894631881,0.4981419870553843,-0.08612922227707044
26660.156249999996,-199.99999999921437,0.7818419495651501,0.4979812361889687,-0.08977056095862491
26757.812499999996,-199.99999999923313,0.8136002651288171,0.4978145110639809,-0.09339620065355304
26855.468749999996,-199.999999999241,0.84524288529755,0.49764189004190384,-0.09700617043305439
26953.124999999996,-199.99999999927556,0.8767706499680987,0.4974634507544632,-0.1006005002663872
27050.781249999996,-199.99999999928124,0.9081843899243693,0.49727927010686857,-0.10417922099881814
27148.437499999996,-199.9999999992989,0.9394849269687815,0.49708942428113534,-0.10774236432990461
27246.093749999996,-199.99999999930628,0.9706730740512665,0.4968939887394822,-0.11128996279210862
27343.749999999996,-199.9999999993348,1.001749635395959,0.4966930382278027,-0.11482204972973728
27441.406249999996,-199.9999999993405,1.0327154066256288,0.49648664677920495,-0.11833865927820898
27539.062499999996,-199.9999999993524,1.063571174883903,0.4962748877176215,-0.12183982634364114
27636.718749999996,-199.9999999993653,1.0943177189553308,0.4960578336614813,-0.1253255865827589
27734.374999999996,-199.99999999938632,1.1249558093833159,0.49583555652744377,-0.12879597638311813
27832.031249999996,-199.99999999939985,1.155486208585992,0.4956081275341915,-0.1322510328436436
27929.687499999996,-199.99999999940303,1.1859096709700605,0.4953756172062792,-0.13569079375547768
28027.343749999996,-199.99999999942244,1.2162269430426451,0.4951380953780359,-0.13911529758313615
28124.999999999996,-199.99999999943122,1.2464387635211969,0.49489563119751645,-0.14252458344596952
28222.656249999996,-199.99999999944183,1.2765458634415001,0.4946482931305042,-0.14591869109992517
28320.312499999996,-199.99999999945857,1.306548966263807,0.494396148964556,-0.1492976609196087
28417.968749999996,-199.99999999946493,1.3364487879771512,0.4941392658130929,-0.15266153388064127
28515.624999999996,-199.9999999994769,1.366246037201867,0.49387771011953097,-0.15601035154230847
28613.281249999996,-199.99999999949412,1.3959414152903604,0.4936115476614501,-0.15934415603049956
28710.937499999996,-199.99999999949085,1.4255356164261594,0.4933408435548008,-0.16266299002093307
28808.593749999996,-199.99999999951459,1.4550293277212867,0.49306566225814397,-0.1659668967226648
28906.249999999996,-199.99999999951686,1.4844232293119801,0.4927860675769227,-0.16925591986187666
29003.906249999996,-199.99999999952396,1.5137179944528045,0.4925021226677655,-0.1725301036659426
29101.562499999996,-199.99999999954315,1.5429142896091763,0.49221389004281574,-0.175789492847768
29199.218749999996,-199.9999999995478,1.5720127745483428,0.49192143157408863,-0.17903413259040044
29296.874999999996,-199.99999999955193,1.601014102428839,0.4916248084978514,-0.18226406853190696
29394.531249999996,-199.9999999995647,1.629918919888458,0.49132408141902667,-0.18547934675051705
29492.187499999996,-199.99999999957848,1.6587278671307635,0.49101931031561513,-0.18868001375002627
29589.843749999996,-199.99999999957765,1.6874415780101681,0.4907105545431385,-0.19186611644545837
29687.499999999996,-199.99999999959397,1.7160606801156155,0.49039787283909714,-0.19503770214898186
29785.156249999996,-199.999999999594,1.7445857948528847,0.49008132332744586,-0.19819481855608023
29882.812499999996,-199.99999999961105,1.7730175375255477,0.48976096352308174,-0.20133751373196787
29980.468749999996,-199.9999999996087,1.8013565174146087,0.48943685033634354,-0.2044658360982558
30078.124999999996,-199.9999999996241,1.8296033378568455,0.48910904007752326,-0.20757983441985675
30175.781249999996,-199.99999999963026,1.8577585963218823,0.488777588461386,-0.21067955779213038
30273.437499999996,-199.99999999963265,1.8858228844880194,0.4884425506116979,-0.213765055628267
30371.093749999996,-199.9999999996415,1.9137967883168376,0.4881039810657588,-0.2168363776469014
